Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
DFO Fish Monitoring McIntyre Creek,EDI-ENVIRONMENTAL DYNAMICS INC,"$5,935.00",2011-12-01,C00011326,Original,,,Community Services,Service,Price Driven,Whitehorse,D,2011-12
Vaccum Insulation Panel Moveable Greenhouse,GARRET GILLESPIE,"$15,000.00",2011-12-05,C00011354,Original,,,"Energy, Mines & Resources",Service,Value Driven,Whitehorse,D,2011-12
eWalter enhancements,38593 YUKON INC O/A,"$5,000.00",2011-10-01,C00011355,Original,,,Highways & Public Works,Service,Value Driven,Whitehorse,D,2011-12
Media & Communications Spokesperson Workshop,COUNTERPOINT COMMUNICATIONS,"$4,800.00",2012-01-25,C00011356,Original,,,"Energy, Mines & Resources",General Consulting,Value Driven,Whitehorse,D,2011-12
Nurse Coordinator for the Referred Clinic in Whse,CELTIC HARP COUNSELLING,"$17,550.00",2012-01-01,C00011357,Original,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Licensing of photographs for Tourism Marketing,BRUCE BARRETT,"$3,000.00",2011-12-19,C00011410,Original,,,Tourism And Culture,Service,Value Driven,Whitehorse,D,2011-12
Motivational interviewing impact research,CAROLYN (LYN) C HARTLEY,"$10,000.00",2011-12-09,C00011411,Original,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Canyon Creek & Champagne Snow Removal,MICHAEL & MARION TELEP O/A,"$3,000.00",2011-11-11,C00011412,Original,,,Community Services,Service,Value Driven,Whitehorse,D,2011-12
To Create a Series of Communicaiton Files & Survey,AASMAN BRAND COMMUNICATIONS,"$40,500.00",2011-10-31,C00011327,Original,,4102,Education,Service,Value Driven,Whitehorse,P,2011-12
To Create a Series of Communicaiton Files & Survey,AASMAN BRAND COMMUNICATIONS,$0.00,2011-10-31,C00011327,1,,4102,Education,Service,Value Driven,Whitehorse,P,2011-12
Visiting Physician Services to Faro and Ross River,R E BOUSQUET PROFESSIONAL,"$22,659.40",2012-02-26,C00011475,Original,,,Health & Social Services,Service,Value Driven,Faro,D,2011-12
Physician Services to the Community of Carmacks,CRAWFORD DE LA MARE,"$18,147.76",2012-01-02,C00011476,Original,,,Health & Social Services,Service,Value Driven,Carmacks,D,2011-12
RFP For Central Warehouse Storage Facility Expnsn,KOBAYASHI & ZEDDA DESIGN GROUP,"$9,944.00",2012-01-03,C00011477,Original,,,Highways & Public Works,Service,Value Driven,Whitehorse,P,2011-12
Takhini Crossing Trenchless Culvert Replacement,KAMLOOPS AUGERING & BORING LTD,"$656,500.00",2011-12-02,C00011358,Original,,,Highways & Public Works,Construction,Price Driven,Other-Non Yukon,D,2011-12
Takhini Crossing Trenchless Culvert Replacement,KAMLOOPS AUGERING & BORING LTD,$0.00,2011-12-02,C00011358,1,,,Highways & Public Works,Construction,Price Driven,Other-Non Yukon,D,2011-12
Takhini Crossing Trenchless Culvert Replacement,KAMLOOPS AUGERING & BORING LTD,$0.00,2011-12-02,C00011358,2,,,Highways & Public Works,Construction,Price Driven,Other-Non Yukon,D,2011-12
Start a Conversation Video Presentation Yukon,CRIMSONPEPPER INC,"$6,500.00",2011-12-09,C00011414,Original,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Start a Conversation Video Presentation Yukon,CRIMSONPEPPER INC,"$2,300.00",2011-12-09,C00011414,1,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Design Artwork for New Facility Correctional Cntr,MARK PRESTON,"$3,500.00",2011-12-05,C00011415,Original,,,Justice,Service,Value Driven,Whitehorse,D,2011-12
Legal fees associated with right away & operations,MILES CANYON HISTORIC,"$3,563.02",2011-06-30,C00011416,Original,,,Highways & Public Works,Service,Price Driven,Whitehorse,D,2011-12
Provide Webstreaming Equipment & Maintenance,POLAR GROUP ICT INC. O/A,"$10,543.00",2011-11-15,C00011417,Original,,,Legislative Assembly,Service,Value Driven,Whitehorse,D,2011-12
Securities Transfer Act - Transitional Provisions,RONALD C C CUMING,"$1,000.00",2011-11-25,C00011418,Original,,,Justice,Service,Value Driven,Other-Non Yukon,D,2011-12
"Prelininary Survey, Sawmill Road Subdivision,",CHALLENGER GEOMATICS LTD,"$9,851.00",2011-12-05,C00011419,Original,,,"Energy, Mines & Resources",Service,Value Driven,Whitehorse,D,2011-12
Legal Survey and Plan Registry,UNDERHILL GEOMATICS LTD,"$9,260.00",2011-12-01,C00011329,Original,,,Highways & Public Works,Service,Value Driven,Dawson City,D,2011-12
Legal Survey and Plan Registry,UNDERHILL GEOMATICS LTD,$0.00,2011-12-01,C00011329,1,,,Highways & Public Works,Service,Value Driven,Dawson City,D,2011-12
Chattel Move Whitehorse to Teslin,MATCO TRANSPORTATION SYSTEMS,"$3,600.00",2011-12-13,C00011478,Original,,,Public Service Commission,Service,Price Driven,Teslin,I,2011-12
Cognitive Skills Program Training,THE CHANGE COMPANIES,"$11,559.26",2011-12-20,C00011479,Original,,,Justice,Service,Value Driven,Whitehorse,P,2011-12
Facilitate Workshop for Bilateral RRSP Committee,MARILYN JENSEN &,"$10,000.00",2012-02-01,C00011359,Original,,,Public Service Commission,Service,Value Driven,Whitehorse,D,2011-12
"Consumer Show Participation,Assessment & Reporting",KLONDIKE VISITORS,"$4,500.00",2011-12-15,C00011360,Original,,,Tourism And Culture,Service,Value Driven,Whitehorse,D,2011-12
"Consumer Show Participation,Assessment & Reporting",KLONDIKE VISITORS,"$3,500.00",2011-12-15,C00011360,1,,,Tourism And Culture,Service,Value Driven,Whitehorse,D,2011-12
Forecasting and Model Analysis,MICHEL T SINGER,"$4,500.00",2011-12-13,C00011420,Original,,,Finance,Service,Price Driven,Whitehorse,D,2011-12
Translation YG Documents,JOHANNE LALONDE,"$2,000.00",2011-12-12,C00011421,Original,,2010-11-01,Highways & Public Works,Service,Value Driven,Whitehorse,P,2011-12
Chimney Installation Carcross Grader Station,BOSS SHEET METAL LTD,"$2,500.00",2011-12-13,C00011422,Original,,,Highways & Public Works,Service,Price Driven,Carcross,D,2011-12
"Replace Fire Alarm Panel, Macauley Lodge",12094 YK INC O/A,"$9,075.00",2011-11-01,C00011423,Original,,,Highways & Public Works,Service,Price Driven,Whitehorse,I,2011-12
"Replace Fire Alarm Panel, Macauley Lodge",12094 YK INC O/A,"$4,000.00",2011-11-01,C00011423,1,,,Highways & Public Works,Service,Price Driven,Whitehorse,I,2011-12
Repairs and Service of Soundfield Systems,OTICON CANADA LTD,"$5,000.00",2012-01-03,C00011424,Original,,,Education,Service,Value Driven,Other-Non Yukon,D,2011-12
Assessment and repair of diversion and spillway,BOREAL ENGINEERING LTD,"$10,000.00",2011-12-01,C00011330,Original,,AAMB-11-001-Boreal,"Energy, Mines & Resources",Engineering/Architectural,Value Driven,Other,P,2011-12
Assessment and repair of diversion and spillway,BOREAL ENGINEERING LTD,"$34,500.00",2011-12-01,C00011330,1,,AAMB-11-001-Boreal,"Energy, Mines & Resources",Engineering/Architectural,Value Driven,Other,P,2011-12
Assessment and repair of diversion and spillway,BOREAL ENGINEERING LTD,"$40,000.00",2011-12-01,C00011330,2,,AAMB-11-001-Boreal,"Energy, Mines & Resources",Engineering/Architectural,Value Driven,Other,P,2011-12
Heating Plant Improvements,DUNCANS LTD,"$24,999.00",2011-12-21,C00011480,Original,,,"Energy, Mines & Resources",Service,Value Driven,Other,D,2011-12
Remove & Dispose of Chemicals from Army Beach,TLE NAX T AWEI INC O/A,"$2,628.00",2011-11-01,C00011481,Original,,,Community Services,Service,Value Driven,Other,D,2011-12
Provide Bins to Upper Liard & Haul Solid Waste,DEADMAN CREEK ENTERPRISES INC,"$62,900.00",2012-01-16,C00011484,Original,,,Community Services,Service,Value Driven,Other,D,2011-12
Community Access Program (CAP) Coordinator,OUTSIDE THE CUBE MANAGEMENT,"$25,000.00",2011-12-19,C00011364,Original,,,Economic Development,Service,Value Driven,Other,P,2011-12
Professional Development,CREATIVE WORKS PSYCHOLOGICAL,"$1,800.00",2011-12-15,C00011365,Original,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Heavy Snow Removal Mayo,KEVIN & LORALEE JOHNSTONE O/A,"$6,000.00",2011-11-01,C00011366,Original,,,Highways & Public Works,Service,Value Driven,Mayo,D,2011-12
September Full Time Equivalent Report,PATRICIA HALLADAY O/A,"$2,000.00",2011-11-14,C00011425,Original,,,Public Service Commission,Service,Value Driven,Whitehorse,D,2011-12
"5 Month Contract to Support Users of eHL, Track & Evaluate",TRACEY WALLACE,"$10,000.00",2011-12-13,C00011427,Original,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Physician Services for the City of Dawson,DR JOANNE DEVENISH,"$23,124.00",2012-01-02,C00011428,Original,,,Health & Social Services,Service,Value Driven,Dawson City,D,2011-12
Assessment and repair of diversion and spillway,BOREAL ENGINEERING LTD,"$142,390.00",2011-12-01,C00011330,3,,AAMB-11-001-Boreal,"Energy, Mines & Resources",Engineering/Architectural,Value Driven,Other,P,2011-12
Website Development and Digital Infrastructure,OUTSIDE THE CUBE MANAGEMENT,"$90,000.00",2011-12-15,C00011331,Original,,CHANNEL MARKETING,Tourism And Culture,Service,Value Driven,Whitehorse,P,2011-12
Emergency Medical Responder course,YUKON COLLEGE,$895.00,2012-01-16,C00011485,Original,,,Highways & Public Works,Service,Price Driven,Whitehorse,D,2011-12
Licensed Nurse to Provide Serv to Weight Wise Prog,JULIE HOPKINS,"$16,250.00",2011-12-01,C00011486,Original,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
To provide air charter services,TRANS NORTH TURBO AIR LTD,"$10,000.00",2011-12-20,C00011488,Original,,101,Community Services,Aircraft Charter,Price Driven,Whitehorse,P,2011-12
Dev an Implementation Plan & Guide for Yukon FSL,EVALUATION PLUS INC,"$33,000.00",2011-12-01,C00011367,Original,,,Education,Service,Value Driven,Whitehorse,D,2011-12
Glacier control,ARCTIC BACKHOE SERVICES LTD,"$6,000.00",2011-12-06,C00011369,Original,,SOA-907,Highways & Public Works,Equipment Rental,Price Driven,Destruction Bay,P,2011-12
Delivery Motivational Interviewing Traing Course,PAUL BURKE TRAINING &,"$9,000.00",2012-03-25,C00011370,Original,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Miscellaneous Electrical Repairs,INDEPENDENT ELECTRIC &,"$14,000.00",2011-12-02,C00011429,Original,,AAMB-11-002-IEC,"Energy, Mines & Resources",Service,Price Driven,Other,P,2011-12
Phase 1 ESA at YT Facilities Management Compound,FRANZ ENVIRONMENTAL INC,"$11,402.00",2011-12-13,C00011431,Original,,SARU-SOA-003,Environment,Service,Value Driven,Whitehorse,P,2011-12
Additional Soil Sampling and Testing WWII Dump,EBA ENGINEERING,"$6,000.00",2011-08-01,C00011332,Original,,,Community Services,Service,Price Driven,Whitehorse,D,2011-12
Project Design for Mt Nansen Remediation Project,LORAX ENVIRONMENTAL SERVICES,"$600,000.00",2011-10-31,C00011333,Original,,AAMB-11-001-LORAX,"Energy, Mines & Resources",General Consulting,Value Driven,Other,P,2011-12
Environmental monitoring & planing advice at the Mayo river.,ECOLOGICAL LOGISTICS &,"$9,975.00",2011-12-01,C00011334,Original,,,Community Services,General Consulting,Value Driven,Mayo,D,2011-12
Environmental monitoring & planing advice at the Mayo river.,ECOLOGICAL LOGISTICS &,$691.63,2011-12-01,C00011334,1,,,Community Services,General Consulting,Value Driven,Mayo,D,2011-12
Wildlife Track Survey,ECOLOGICAL LOGISTICS &,"$25,600.00",2012-01-03,C00011489,Original,,AAMB-11-001-Ecolog,"Energy, Mines & Resources",General Consulting,Value Driven,Other,P,2011-12
Equipment Rental for Mayo Flood,EWING TRANSPORT LTD,"$150,000.00",2011-11-30,C00011490,Original,,615,Community Services,Equipment Rental,Value Driven,Mayo,P,2011-12
Design of Boiler Replacement at Yukon College,NORTHERN CLIMATE ENGINEERING,"$48,000.00",2011-11-10,C00011491,Original,,,Highways & Public Works,General Consulting,Value Driven,Whitehorse,I,2011-12
Install a Telephone Service for Residential Use,NORTHWESTEL INC,"$2,376.00",2011-12-06,C00011372,Original,,,Community Services,Service,Value Driven,Other,D,2011-12
Provide Engineering Services Remediation Beams,BOGE & BOGE (1980) LTD,"$3,100.00",2011-11-17,C00011373,Original,,,Highways & Public Works,General Consulting,Price Driven,Whitehorse,D,2011-12
To Design and Facilitate Review Process YFNHCASG,CAROLYN (LYN) C HARTLEY,"$10,000.00",2012-02-01,C00011374,Original,,,Public Service Commission,Service,Value Driven,Whitehorse,D,2011-12
Watson Lake Drinking Water Well Engineering Consul,AECOM CANADA LTD,"$42,922.19",2011-12-07,C00011375,Original,,,Community Services,Engineering/Architectural,Value Driven,Watson Lake,P,2011-12
Phase I ESA's for Two Whse Schools & Red F Saloon,BONNIE BURNS O\A,"$40,464.00",2011-12-13,C00011432,Original,,SARU-SOA-004,Environment,Service,Value Driven,Other,P,2011-12
Provide Electrical Service to YG Site by Johnson X,YUKON ELECTRICAL COMPANY,"$10,000.00",2011-12-19,C00011433,Original,,,Highways & Public Works,Service,Value Driven,Whitehorse,D,2011-12
YG's Fact Ad Series on Mining and Geology,PATRIC CHAUSSE & DAN LEBRUN,"$10,000.00",2011-12-01,C00011436,Original,,,"Energy, Mines & Resources",Service,Value Driven,Whitehorse,D,2011-12
Quarry Development Plans for 194 & 216 Dempster Pt,QUEST ENGINEERING GROUP INC,"$5,824.00",2011-12-01,C00011335,Original,,,Highways & Public Works,Service,Value Driven,Other,D,2011-12
Contract Registry To Integrate Front End Data,38593 YUKON INC O/A,"$5,000.00",2011-12-01,C00011336,Original,,,Highways & Public Works,Service,Value Driven,Whitehorse,D,2011-12
Contract Registry To Integrate Front End Data,38593 YUKON INC O/A,"$3,000.00",2011-12-01,C00011336,1,,,Highways & Public Works,Service,Value Driven,Whitehorse,D,2011-12
Contracting Fulford Harbour Grp Crane Certifictn,FULFORD HARBOUR CONSULTING LTD,"$7,500.00",2011-11-01,C00011337,Original,,,Highways & Public Works,Service,Price Driven,Whitehorse,D,2011-12
Jasper Reports Migration,38593 YUKON INC O/A,"$8,000.00",2011-12-19,C00011492,Original,,,Highways & Public Works,Service,Value Driven,Whitehorse,D,2011-12
120 Industrial Road,13293 YUKON INC,"$148,231.60",2011-11-01,C00011493,Original,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
Watson Lake Drinking Water Well Engineering Consul,AECOM CANADA LTD,"$5,163.00",2011-12-07,C00011375,1,,,Community Services,Engineering/Architectural,Value Driven,Watson Lake,P,2011-12
To Supply and Install Flooring at Hanger D,CANADA FLOORING,"$6,344.25",2011-12-07,C00011376,Original,,,Community Services,Service,Value Driven,Whitehorse,D,2011-12
Lightning Data Services,RECEIVER GENERAL FOR CANADA,"$272,859.00",2011-05-01,C00011377,Original,,,Community Services,Service,Request for Proposals,Whitehorse,P,2011-12
Contaminant Analysis Persistant Org Pollutant Scrn,GREAT LAKES INSTITUTE FOR,$900.00,2011-11-23,C00011228,1,,,Environment,Service,Price Driven,Whitehorse,I,2011-12
Analysis (PCBs)of North Slope Grizzly Bear Samples,AXYS ANALYTICAL SERVICES LTD,"$19,100.00",2011-11-25,C00011229,Original,,,Environment,Service,Price Driven,Whitehorse,I,2011-12
Analysis (PCBs)of North Slope Grizzly Bear Samples,AXYS ANALYTICAL SERVICES LTD,"$1,900.00",2011-11-25,C00011229,1,,,Environment,Service,Price Driven,Whitehorse,I,2011-12
Walk in Fridge Emergency Repairs MacDonald Lodge,ROY WHITEN O/A,"$4,183.75",2011-10-26,C00011230,Original,,,Highways & Public Works,Service,Value Driven,Dawson City,D,2011-12
RECORDS MANAGEMENT PROJECT,DIEDRE DAVIDSON O/A,"$20,000.00",2011-11-01,C00011231,Original,,,"Energy, Mines & Resources",General Consulting,Value Driven,Whitehorse,D,2011-12
Macaulay Lodge Mechanical Room Cooling,STANTEC ARCHITECTURE LTD,"$5,000.00",2011-11-18,C00011296,1,,,Highways & Public Works,Construction,Price Driven,Whitehorse,D,2011-12
Co-operative Marketing Campaign to Promote Yukon,JTB WORLD VACATIONS INC,"$11,000.00",2011-12-01,C00011298,Original,,,Tourism And Culture,Service,Value Driven,Other-Non Yukon,D,2011-12
Conservation Officer investigation,WHITEHORSE AIR SERVICES LTD,"$1,267.00",2011-08-27,C00011103,Original,,,Environment,Aircraft Charter,Price Driven,Whitehorse,D,2011-12
Clearing Silver Trail Mayo,JOHN BUERGE,"$13,000.00",2011-09-30,C00011104,Original,,605,Highways & Public Works,Equipment Rental,Value Driven,Mayo,D,2011-12
Clearing Silver Trail Mayo,JOHN BUERGE,$0.00,2011-09-30,C00011104,1,,605,Highways & Public Works,Equipment Rental,Value Driven,Mayo,D,2011-12
Additional car plugs for new parking stalls,INDEPENDENT ELECTRIC &,"$9,945.16",2011-11-04,C00011106,Original,,,Highways & Public Works,Construction,Price Driven,Whitehorse,D,2011-12
Additional car plugs for new parking stalls,INDEPENDENT ELECTRIC &,$0.00,2011-11-04,C00011106,1,,,Highways & Public Works,Construction,Price Driven,Whitehorse,D,2011-12
Provide electrical service for crosswalk signals,YUKON ELECTRICAL COMPANY,"$2,070.00",2011-11-04,C00011107,Original,,,Highways & Public Works,Service,Price Driven,Whitehorse,D,2011-12
Provide electrical service for crosswalk signals,YUKON ELECTRICAL COMPANY,$191.22,2011-11-04,C00011107,1,,,Highways & Public Works,Service,Price Driven,Whitehorse,D,2011-12
Prolific Offender Management Evaluation,CANADIAN RESEARCH INSTITUTE,"$35,400.00",2011-11-01,C00011162,Original,,,Justice,Service,Value Driven,Whitehorse,I,2011-12
Legal Research Work,DEANNA MCLEOD,"$5,000.00",2011-04-01,C00011164,Original,,,Justice,Service,Value Driven,Whitehorse,D,2011-12
Ceiling Tile Replacement - Teslin School,SANDY SMARCH O\A,"$3,215.25",2011-08-01,C00011233,Original,,,Highways & Public Works,Construction,Price Driven,Whitehorse,D,2011-12
Rip Rap Production at km 674.5 Klondike Highway,GAMMIE TRUCKING,"$12,000.00",2011-11-15,C00011235,Original,,603,Highways & Public Works,Equipment Rental,Price Driven,Dawson City,P,2011-12
PCI DSS Compliance Validation Service,CONTROL GAP INC,"$65,000.00",2011-11-28,C00011236,Original,,,Finance,Service,Value Driven,Whitehorse,P,2011-12
HAL & TY Travel and Sales Agent Incentive Program,HOLLAND AMERICA LINE INC,"$12,500.00",2011-12-01,C00011299,Original,,,Tourism And Culture,Service,Value Driven,Whitehorse,D,2011-12
Project Evaluation,45600 YUKON INC O/A,"$3,300.00",2011-11-25,C00011300,Original,,,Health & Social Services,General Consulting,Value Driven,Whitehorse,D,2011-12
Geotechnical Investigation Ten Mile Creek Pit,DEADMAN CREEK ENTERPRISES INC,"$6,160.00",2011-11-04,C00011108,Original,,636,Highways & Public Works,Service,Price Driven,Teslin,P,2011-12
Excavator Rental for Takhini Crossing Site Prep,DEADMAN CREEK ENTERPRISES INC,"$5,610.00",2011-11-07,C00011109,Original,,SR11-636,Highways & Public Works,Service,Price Driven,Whitehorse,D,2011-12
