Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
REVIEW OF TECHNICAL REPORTS - WASSON PLACE EXTENSION,SLR CONSULTING (CANADA) LTD,"$15,000.00",2025-04-30,C00082593,Original,,RFQ-2023-9-2890,Environment,Environmental Services/ studies,Value Driven,Whitehorse,D,2025-26
Maintenance Services and Gasifier Operation at Old Crow SWF,JANE MONTGOMERY O/A MONTGOMERY,"$171,396.00",2025-05-01,C00082594,Original,,,Community Services,Waste management,Advance Contract Award Notice,Old Crow,O,2025-26
Pump Repair,B BRAUN OF CANADA LTD,$457.19,2025-05-05,C00082663,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
"Call-out services for elevators, escalators, and lifts.",VENTURE ELEVATOR INC,"$5,000.00",2025-05-01,C00082664,Original,,,Highways & Public Works,Construction - building maintenance,Price Driven,Whitehorse,D,2025-26
Wall Transformer,THE STEVENS COMPANY LIMITED,"$1,132.62",2025-05-02,C00082665,Original,,,Health & Social Services,Goods - Equipment,Price Driven,Whitehorse,D,2025-26
Office refiguration,TLE'NAX T'AWEI INC O/A,"$2,380.00",2025-04-29,C00082666,Original,,,Public Service Commission,Professional Services - others,Value Driven,Whitehorse,D,2025-26
Booth at 2025 Dawson City Gold Show,DAWSON CITY CHAMBER OF,"$2,500.00",2025-05-15,C00082723,Original,,,Economic Development,Professional Services - others,Value Driven,Dawson City,D,2025-26
Graphic designs for online training,RACHEL N FORD O/A RFORD STUDIO,"$5,625.00",2025-05-01,C00082724,Original,,,Highways & Public Works,Professional Services - others,Price Driven,Whitehorse,D,2025-26
"Facilitation, follow-up zoom sessions, curriculum updates",CHRISTOPHER SAMUEL TSE,"$14,000.00",2025-05-01,C00082725,Original,,,Public Service Commission,Training delivery,Price Driven,Whitehorse,D,2025-26
Consulting Services,WILLOWTREE CONSULTING INC,"$20,880.00",2025-05-08,C00082778,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Social media and web management for Mapping the Way,SMRT POP UPS INC O/A SMRT POP,"$23,000.00",2025-04-01,C00082779,Original,,,Executive Council Office,Professional Services - others,Value Driven,Whitehorse,D,2025-26
Repairs and Maintenance,ADVANCE SECURITY AND,"$3,480.00",2025-05-06,C00082780,Original,,,Executive Council Office,General consulting services,Price Driven,Whitehorse,D,2025-26
RENTALS FOR CANOE SEASON 2025,KANOE PEOPLE LTD,"$7,500.00",2025-05-13,C00082838,Original,,,Education,Professional Services - others,Value Driven,Whitehorse,D,2025-26
RENTALS FOR CANOE SEASON 2025,KANOE PEOPLE LTD,"$1,500.00",2025-05-13,C00082838,1,,,Education,Professional Services - others,Value Driven,Whitehorse,D,2025-26
Silver Trail Fish Baseline,ATKINSREALIS CANADA INC,"$131,271.00",2025-05-06,C00082839,Original,,n/a,Highways & Public Works,Environmental Services/ studies,Standing Offer Agreement (RFP),Whitehorse,O,2025-26
TO INSTALL A POWER LINE,YUKON ELECTRICAL COMPANY,"$13,894.00",2025-04-01,C00081941,Original,,,Community Services,Construction - building new,Price Driven,Whitehorse,D,2025-26
TO INSTALL A POWER LINE,YUKON ELECTRICAL COMPANY,$0.00,2025-04-01,C00081941,1,,,Community Services,Construction - building new,Price Driven,Whitehorse,D,2025-26
"Layout & Printing services, Business cards",INTEGRAPHICS LTD,"$30,000.00",2025-04-01,C00081942,Original,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
Draw Down Contract,INTEGRAPHICS LTD,"$45,000.00",2025-04-01,C00081943,Original,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
Draw Down Contract,INTEGRAPHICS LTD,"$30,000.00",2025-04-01,C00081944,Original,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
Printer Servicing,XEROX CANADA LTD,"$4,000.00",2025-04-01,C00082005,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Marine First Aid Course,YUKON UNIVERSITY,"$3,733.00",2025-05-07,C00082007,Original,,,Highways & Public Works,Professional Services - others,Value Driven,Dawson City,D,2025-26
Autoclav Services,YUKON HOSPITAL CORPORATION,"$3,000.00",2025-04-01,C00082008,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Elections Yukon: Janitorial/Cleaning Services,STANLEY BODE O/A FINAL TOUCH,"$11,340.00",2025-04-01,C00082064,Original,,,Elections,Custodial and related services,Price Driven,Whitehorse,D,2025-26
Maintenance and supplies for Xerox photocopier,XEROX CANADA LTD,"$7,000.00",2025-04-01,C00082065,Original,,,Executive Council Office,Professional Services - others,Price Driven,Whitehorse,D,2025-26
VASS Spring conference.,NORTHERN VISION DEVELOPMENT,"$3,368.00",2025-04-07,C00082122,Original,,,Health & Social Services,"Housing, accommodation, hotels",Price Driven,Whitehorse,D,2025-26
Photocopier services & maintenance,XEROX CANADA LTD,"$1,500.00",2025-04-01,C00082124,Original,,,Highways & Public Works,Photographic services,Price Driven,Whitehorse,D,2025-26
Living Heritage ads,HARPER STREET PUBLISHING,"$7,770.00",2025-04-04,C00082126,Original,,,Tourism And Culture,Advertising,Price Driven,Whitehorse,D,2025-26
Security Alarm Monitoring Services,ADVANCE SECURITY AND,"$15,800.00",2025-04-01,C00082127,Original,,,Environment,Professional Services - others,Price Driven,Other,D,2025-26
Travel Assistance for GBV Victims 25/26,QUEER YUKON SOCIETY,"$10,000.00",2025-04-01,C00082186,Original,,,Justice,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Support Groups,THAY K'I ANINT'I CENTRE,"$41,000.00",2025-04-07,C00082187,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Premium for Insurance Placed by Insurance Broker,BFL CANADA RISK AND INSURANCE,"$14,636.01",2025-04-01,C00082188,Original,,,Highways & Public Works,Professional Services - others,Request for Proposals,Whitehorse,O,2025-26
Premium for Insurance Placed by Insurance Broker,BFL CANADA RISK AND INSURANCE,"$85,051.00",2025-04-01,C00082189,Original,,,Highways & Public Works,Professional Services - others,Request for Proposals,Whitehorse,O,2025-26
Supply cooler and water bottle delivery,YUKON SPRING INC,"$2,000.00",2025-04-01,C00082255,Original,,,Community Services,Professional Services - others,Value Driven,Whitehorse,D,2025-26
Space rental and catering,536788 YUKON INC O/A TONY'S,"$7,810.53",2025-05-05,C00082256,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Waste Management.,TLE NAX T AWEI INC O/A,"$2,338.20",2025-04-07,C00082258,Original,,,Health & Social Services,Waste management,Price Driven,Whitehorse,D,2025-26
Social Media Use Training Apr-May 2025,NORTH AMERICAN CNTR FOR THREAT,"$15,000.00",2025-04-26,C00082312,Original,,,Justice,Training delivery,Value Driven,Other,D,2025-26
UPS Provision,VCURA CANADA INCORPORATED,"$7,025.00",2025-04-14,C00082313,Original,,,Highways & Public Works,Goods - Software/IT,Price Driven,Whitehorse,D,2025-26
Managed Service for Network monitoring,VCURA CANADA INCORPORATED,"$21,000.00",2025-04-14,C00082314,Original,,,Highways & Public Works,IT System Maintenance,Price Driven,Whitehorse,D,2025-26
Professional Cleaning Services - Zone E,SONY JANITORIAL INC,"$6,500.00",2025-04-01,C00082315,Original,,,Highways & Public Works,Custodial and related services,Price Driven,Whitehorse,D,2025-26
Shotgun - Rifle training and recertification,NORTHERN CONTINGENCY,"$20,641.50",2025-04-14,C00082368,Original,,,Environment,Training delivery,Price Driven,Whitehorse,D,2025-26
Policy and planning consultant,KARA E JOHANCSIK,"$5,000.00",2025-04-14,C00082369,Original,,,Executive Council Office,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Emergency sump pit steaming/cleaning,535923 YUKON INC O/A RAY'S 24,"$4,500.00",2025-04-15,C00082370,Original,,,Highways & Public Works,Construction - utilities / infrastructure maintenance,Price Driven,Whitehorse,D,2025-26
Paul Godwin,MID-ARCTIC TRANSPORTATION CO,"$13,061.33",2025-05-02,C00082422,Original,,,Public Service Commission,Relocation services,Price Driven,Other-Non Yukon,D,2025-26
Vehicle/ Body damage repairs unit 40342,PORTER CREEK COLLISION INC,"$3,933.15",2025-04-01,C00082423,Original,,,Fleet Vehicle Agency,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Vehicle/ Body damage repairs unit 46353,PORTER CREEK COLLISION INC,"$14,531.44",2025-04-01,C00082424,Original,,,Fleet Vehicle Agency,Professional Services - others,Price Driven,Whitehorse,D,2025-26
"Facilitation, validation & reporting services",JOHN GLYNN-MORRIS,"$7,000.00",2025-04-17,C00082425,Original,,,Highways & Public Works,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Training services.,15878 YUKON INC O/A,"$8,000.00",2025-04-23,C00082426,Original,,,Health & Social Services,Training delivery,Price Driven,Whitehorse,D,2025-26
ASL interpretation services,AMANDA B SMITH,"$5,000.00",2025-04-01,C00082486,Original,,,Public Service Commission,Professional Services - others,Value Driven,Whitehorse,D,2025-26
Travel and Fee Reimbursement,DR CARL J BROWN,"$11,200.00",2025-05-01,C00082487,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Solar Inverter Setting Changes,NUWAVE ELECTRICAL CONTRACTING,"$15,000.00",2025-05-05,C00082488,Original,,,"Energy, Mines & Resources",Professional Services - others,Price Driven,Other,D,2025-26
SOUTH CAMPGROUND FIREWOOD,ROBERT ALIDAS JAMNICKY O/A,"$28,520.00",2025-04-29,C00082534,Original,,,Environment,Goods - General,Request for Bids,Other,O,2025-26
Custodial Services for Building 3443,CHOICE JANITORIAL SERVICE LTD,"$7,118.40",2025-05-01,C00082535,Original,,,Highways & Public Works,Custodial and related services,Request for Bids,Haines Junction,O,2025-26
Cleaning services at the Carcross Tourism Pavilion,BEARPAW CLEANING SERVICES LTD,"$24,000.00",2025-05-01,C00082536,Original,,,Highways & Public Works,Custodial and related services,Price Driven,Carcross,D,2025-26
First Aid Training,AQUATIC SAFETY CANADA INC,"$30,846.24",2025-04-30,C00082595,Original,,,Public Service Commission,Training delivery,Request for Bids,Whitehorse,O,2025-26
Hunker Creek Geotechnical Design,ATKINSREALIS CANADA INC,"$28,805.00",2025-04-24,C00082598,Original,,TEB-SOA-2024-008,Highways & Public Works,Construction - road,Standing Offer Agreement (RFP),Whitehorse,O,2025-26
Locum Physician Services to Watson Lake,MARYSIA B GRZYBOWSKI,"$29,424.47",2025-05-12,C00082599,Original,,,Health & Social Services,Physician Services under ACT,Value Driven,Watson Lake,D,2025-26
Website hosting and management,EVOLVING WEB INC,"$23,995.00",2025-04-01,C00082600,Original,,,Executive Council Office,Professional Services - others,Value Driven,Whitehorse,D,2025-26
Northern Premiers' Forum,NVD RESTAURANTS LTD O/A,"$2,500.00",2025-05-01,C00082601,Original,,,Executive Council Office,Goods - General,Price Driven,Whitehorse,D,2025-26
Refrigerator,6951341 CANADA INC O/A,"$1,884.95",2025-05-02,C00082667,Original,,,Health & Social Services,Goods - General,Price Driven,Whitehorse,D,2025-26
Tents for BBQ,MARSH LAKE TENTS AND EVENTS,"$4,925.00",2025-06-16,C00082668,Original,,,Public Service Commission,Goods - Equipment,Value Driven,Whitehorse,D,2025-26
Relocation of three existing security cameras,NF ELECTRICAL AND EVENT,"$3,033.76",2025-04-28,C00082669,Original,,,Tourism And Culture,General consulting services,Value Driven,Whitehorse,D,2025-26
Rotary Wing Support Tombstone Park Facility Maintenance,HORIZON HELICOPTERS LTD,"$43,835.00",2025-05-10,C00082670,Original,,,Environment,Air Charter,Request for Bids,Dawson City,I,2025-26
Teaching and other expenses,LISA SCOTT,"$8,000.00",2025-05-05,C00082726,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
BusPlanner software,BUSPLANNER INC,"$114,789.10",2025-05-15,C00082728,Original,,,Education,Goods - Software/IT,Price Driven,Whitehorse,D,2025-26
Maintenance of online registry,MAKE IT INC,"$25,400.00",2025-04-01,C00082781,Original,,,Executive Council Office,IT System Maintenance,Value Driven,Whitehorse,D,2025-26
Nurse Practitioner Services,CATHERINE WALKER,"$41,716.00",2025-04-01,C00082782,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Copyediting Services,AASMAN BRAND COMMUNICATIONS,"$9,900.00",2025-05-20,C00082783,Original,,,Health & Social Services,Communications/public relations Services,Price Driven,Whitehorse,D,2025-26
CSA for Permafrost Monitoring for YG buildings,2691045 ALBERTA LTD O/A CAP,"$469,928.00",2025-04-30,C00082784,Original,,,Highways & Public Works,Professional Services - others,Request for Proposals,Whitehorse,O,2025-26
RFT 887483 Klaza Caribou Camera Monitoring,DISCOVERY HELICOPTERS LTD,"$122,736.00",2025-06-10,C00082841,Original,,,Environment,Air Charter,Request for Bids,Dawson City,O,2025-26
Provide Aggregate and Trucking to Carcross Lagoon,14899 YUKON INC O/A,"$15,000.00",2025-05-09,C00082842,Original,,,Community Services,Professional Services - others,Price Driven,Carcross,D,2025-26
Accommodations for a fam tour,RAVEN INN WHITEHORSE INC,"$2,049.60",2025-05-15,C00082843,Original,,,Tourism And Culture,"Housing, accommodation, hotels",Value Driven,Whitehorse,D,2025-26
Draw Down Contract,ARCTIC STAR PRINTING INC,"$30,000.00",2025-04-01,C00081945,Original,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
Draw Down Contract,ARCTIC STAR PRINTING INC,"$30,000.00",2025-04-01,C00081946,Original,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
"Signs, Displays, Banners, Decals, Design & related services",INTEGRAPHICS LTD,"$30,000.00",2025-04-01,C00081947,Original,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
"Signs, Displays, Banners, Decals, Design & related services",536272 YUKON INC O/A,"$30,000.00",2025-04-01,C00081948,Original,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
"Large Format Black and White Printing, Scanning & Bindery",INTEGRAPHICS LTD,"$15,000.00",2025-04-01,C00081949,Original,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
Physiotherapy,15878 YUKON INC O/A,"$15,000.00",2025-04-01,C00082009,Original,,,Health & Social Services,Social Services,Price Driven,Whitehorse,D,2025-26
Annual Hosted License Fee - Learning Management System,ABSORB SOFTWARE INC,"$16,372.00",2025-04-01,C00082010,Original,,,Health & Social Services,Education related services,Price Driven,Other-Non Yukon,D,2025-26
HSU Storage Space Rental,37405 YUKON INC O/A,"$3,000.00",2025-04-01,C00082012,Original,,,Tourism And Culture,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Leadership coaching services.,LARKIN SYSTEMS INC,"$10,000.00",2025-04-01,C00082013,Original,,,Health & Social Services,Training delivery,Price Driven,Whitehorse,D,2025-26
Loss & Grief Workshops,HOSPICE YUKON SOCIETY,"$3,519.00",2025-04-01,C00082066,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
inReach Data Package & SafetyAware User Subscription,AWARE360 LTD,"$23,537.25",2025-04-01,C00082068,Original,,,Highways & Public Works,Professional Services - others,Price Driven,Whitehorse,D,2025-26
SERVICE/MAINTENANCE PHOTOCOPIER,TLE'NAX T'AWEI INC O/A,"$6,000.00",2025-04-01,C00082128,Original,,,Justice,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Potable Water Delivery,GRENON ENTERPRISES,"$3,800.00",2025-04-01,C00082129,Original,,,Environment,Professional Services - others,Price Driven,Dawson City,D,2025-26
Provide Emergency Scene and Communications Equipment,NORTHERN AVCOM LTD,"$43,000.00",2025-04-01,C00082130,Original,,,Community Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Premium Support,ZCOM SOLUTIONS LLC,"$54,000.00",2025-04-09,C00082190,Original,,RFQ-2024-11-4048,Highways & Public Works,IT System Maintenance,Request for Bids,Whitehorse,I,2025-26
Premium for Insurance Placed by Insurance Broker,BFL CANADA RISK AND INSURANCE,"$307,802.00",2025-04-01,C00082191,Original,,,Highways & Public Works,Professional Services - others,Request for Proposals,Whitehorse,O,2025-26
Rodent Control Services at TMB Central Workshop,ORKIN CANADA CORPORATION,"$8,000.00",2025-04-08,C00082192,Original,,,Highways & Public Works,Custodial and related services,Price Driven,Whitehorse,D,2025-26
Security Services for Yukon Legislative Assembly,SIRIUS SECURITY SERVICES INC,"$12,000.00",2025-04-01,C00082193,Original,,,Legislative Assembly,Professional Services - others,Price Driven,Whitehorse,D,2025-26
"Supply Magazines, Paper Print in English and French",EBSCO CANADA LTD,"$15,319.58",2025-04-03,C00082194,Original,,,Community Services,Goods - General,Price Driven,Whitehorse,D,2025-26
Digital media access for library patrons via PressReader,PRESSREADER INC,"$12,149.36",2025-04-03,C00082195,Original,,,Community Services,Goods - Software/IT,Price Driven,Whitehorse,D,2025-26
Hotel Accomodations,NORTHERN VISION DEVELOPMENT,"$13,360.00",2025-05-12,C00082259,Original,,,Health & Social Services,"Housing, accommodation, hotels",Price Driven,Whitehorse,D,2025-26
Hotel Accomodations,NORTHERN VISION DEVELOPMENT,"$1,020.00",2025-05-12,C00082259,1,,,Health & Social Services,"Housing, accommodation, hotels",Price Driven,Whitehorse,D,2025-26
Satellite Minutes,TOTAL NORTH COMMUNICATIONS LTD,"$35,150.00",2025-04-04,C00082260,Original,,,Community Services,Goods - General,Price Driven,Whitehorse,D,2025-26
Satellite phone prepaid airtime,TOTAL NORTH COMMUNICATIONS LTD,"$11,750.00",2025-04-04,C00082261,Original,,,Highways & Public Works,Professional Services - others,Price Driven,Whitehorse,D,2025-26
