Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
"BRAKE PADS, REAR 20671 - 20700",UAP INC                       ,$158.00,2010-05-05,165035,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"NUT, 1"" NC 2H HEAVY",INLAND KENWORTH               ,$30.00,2010-05-05,165040,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BOLT, DOME HEAD PLOW, 3/4""NC X 2 3/4""",INLAND KENWORTH               ,$48.00,2010-05-05,165040,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FREIGHT LINE 11 88871/P15277/1HD,INLAND KENWORTH               ,$35.00,2010-05-05,165047,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2758-A-53 BRAKE SHOE SPRING KIT 89054/P30005/1HD,INLAND KENWORTH               ,$30.00,2010-05-05,165047,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
36620 HOSE ASSY. PRESSURE P/STEERING 89029/P18245/1HD,UAP INC                       ,$35.00,2010-05-06,165050,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
PSF1L FLUID P/STEERING 90007/P17191/1A,UAP INC                       ,$24.00,2010-05-06,165050,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
20283 PUMP P/STEERING CORE 90869/P20715/1A,UAP INC                       ,$78.00,2010-05-06,165050,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
675-1248 PIN KIT FRONT DOOR 93896/P20680/1A,UAP INC                       ,$60.00,2010-05-06,165050,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
242-4150 CALIPER BRAKE L.FRONT 87080/40190/056776/1A,UAP INC                       ,$47.00,2010-05-07,165056,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
WHEEL ALIGNMENT AS PER INV. 64568 94023/46038/056555/1A,CDCARCAREYKL,$82.00,2010-04-01,164693,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
WHEEL ALIGNMENT AS PER INV. 64778 87134/P20540/1A,CDCARCAREYKL,$82.00,2010-04-01,164693,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
WHEEL ALIGNMENT AS PER INV. 64846 87038/P20716/1A,CDCARCAREYKL,$82.00,2010-04-01,164693,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BLADE, 10' CURVED STEEL U/BODY 5/8""HOLES3/4 X 8 X 120 INS HOLES 3"" 6"" 12 CURVED",INLAND KENWORTH               ,$274.00,2010-04-06,164764,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BLADE, 60"" SERRATED ICE GRADER 5/8""HOLES3/4 X 8 X 60"" 6"" FOUR TEETH PER FOOT",INLAND KENWORTH               ,"$2,780.00",2010-04-06,164764,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BLADE, 48"" CARBIDE GRADER 5/8"" HOLES 7/8 X 5 X 48""",INLAND KENWORTH               ,"$22,200.00",2010-04-06,164764,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CYLINDER, 4"" HYDRAULIC LIFT *DO NOT REBUILD*",AJAX STEEL LIMITED            ,$195.00,2010-04-06,164766,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BATTERY BLANKET, 36""",WHITEHORSE MOTORS LIMITED     ,$420.00,2010-04-07,164771,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A22 SRT1540T SAE 15W40 OIL 87899/43080/056251/1A,NORTH 60 PETRO LTD            ,$44.00,2010-04-07,164781,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A22 SRTC1540T SAE 15W40 OIL 3X4L 94015/P91126/1A,NORTH 60 PETRO LTD            ,$44.00,2010-04-07,164781,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A15 S1030C SAE 10W30 OIL 12X1L 89669/P14501/1HD,NORTH 60 PETRO LTD            ,$80.00,2010-04-07,164781,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SATFDEXP DEXRON III ATF 20L PAIL 89724/P21329/1HD,NORTH 60 PETRO LTD            ,$660.00,2010-04-07,164781,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
23532797 OIL PRESSURE SENDER.(SERIES 60)73231/15269/8.,INLAND KENWORTH               ,$107.00,2010-04-08,164786,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CPR 2424189 RLH CALIPER CORE 84826/P18488/6 DAWSON,UAP INC                       ,$88.00,2010-04-08,164788,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
15-214 BUGWASH 79018/99000/12,UAP INC                       ,$48.00,2010-04-08,164788,,21,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
WSWXB650 SQUARE 88747/SHOP/1T,CDACKLANDSWH,$21.00,2010-04-08,164792,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
023108 ROD END 88744/99000/1HD,CDACKLANDSWH,$516.00,2010-04-08,164792,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"ENGINE OIL, BULK 5W30 (SEE IDL FOR ISSUE INSTRUCTIONS)",NORTH 60 PETRO LTD            ,$689.00,2010-04-01,164729,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4F1Z-17566-BA WIPER LINKAGE ASSY 87895/40151/056516/1A,WHITEHORSE MOTORS LIMITED     ,$246.00,2010-04-06,164736,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
F85Z-14A664-BA CLOCKSPRING 93860/P19546/1A,WHITEHORSE MOTORS LIMITED     ,$94.00,2010-04-06,164736,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BXL-50 BATTERY 94013/P91128/1A,WHITEHORSE MOTORS LIMITED     ,$155.00,2010-04-06,164736,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DY1073 SPEED SENSOR 93942/P20670/1A,WHITEHORSE MOTORS LIMITED     ,$98.00,2010-04-06,164736,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CXT5LM12 MERCON V 94017/P91126/1A,WHITEHORSE MOTORS LIMITED     ,$30.00,2010-04-06,164736,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
21352 SEAL 77791/P74024/6,PACESETTER TRADING COMPANY    ,$20.00,2010-04-06,164740,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BR2558 BEARING 85030/P50180/6,PACESETTER TRADING COMPANY    ,$102.00,2010-04-06,164740,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"X41761 17"" 6ON115 CHEV UPLANDER STEEL WH43094/541635/G2/AVIVONE",KAL TIRE                      ,$125.00,2010-04-09,164742,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"27200STIM POGO STICK, AIR LINE 88800/P14009/1HD",INLAND KENWORTH               ,$48.00,2010-05-19,164401,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"K223-750 SPRINGS, REAR AXLE 91404/P16234/1HD",INLAND KENWORTH               ,"$1,216.00",2010-05-19,164401,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CUP, BEARING",PACESETTER TRADING COMPANY    ,$30.00,2010-04-06,164743,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BELT,NORTH 60 PETRO LTD            ,$18.00,2010-04-06,164750,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"STROBE LIGHT, GROTE BLUE",UAP INC                       ,$126.00,2010-04-06,164752,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, CAB AIR",UAP INC                       ,$68.00,2010-04-06,164753,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER-FUEL-5/16"" INLINE",UAP INC                       ,$6.00,2010-04-06,164753,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, WATER SERVICE",UAP INC                       ,$72.00,2010-04-06,164753,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, FUEL",UAP INC                       ,$2.00,2010-04-06,164753,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, FUEL",UAP INC                       ,$4.00,2010-04-06,164753,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"RAIN CAP 4""",UAP INC                       ,$11.00,2010-04-06,164753,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SEALED BEAM, 50W PAR46 12V 5.75""RD 50W USED AS DRIVING LAMP",UAP INC                       ,$96.00,2010-04-06,164755,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BULB, 9006 HALOGEN",UAP INC                       ,$12.00,2010-04-06,164755,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 91155/1A/AVIVONE,KAL TIRE                      ,$5.00,2010-04-19,164039,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
LCBAALF LEAD FREE LT TRK ALUM WHL BAL 91155/1A/AVIVONE,KAL TIRE                      ,$25.00,2010-04-19,164039,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
T-13-WZ-500 TR413 VALVE STEM 40182/541802/G2/AVIVONE,KAL TIRE                      ,$12.00,2010-04-22,164046,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"MDX6800 PLUGS,EAR SCREW 92770/99000/6 DAWSON",CDACKLANDSWH,$60.00,2011-03-18,167754,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FAR240A VALVE,DRAIN 01817/99002/6",CDACKLANDSWH,$20.00,2011-03-18,167754,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"82-2130 SWITCH, ROCKER 3172/RCMP/058473/1A",UAP INC                       ,$3.00,2011-03-21,167765,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4973373CUM THERMOSTAT *P1* 86025/P11263/6 DAWSON,INLAND KENWORTH               ,$162.00,2011-03-21,167766,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"3084879CUM SEAL,THERM *P1* 86025/P11263/6 DAWSON",INLAND KENWORTH               ,$34.00,2011-03-21,167766,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"3027681 BRG,BELT ADJUSTER PULLEY 75400/R23173/6 DAWSON",INLAND KENWORTH               ,$122.00,2011-03-21,167766,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"3892625 GASKET,OIL COOLER *P1* 01111/R23171/12 MAYO",INLAND KENWORTH               ,$2.00,2011-03-21,167766,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
38137 SEAL 02660/P88202/25 OLD CROW,FINNING INTERNATIONAL INC     ,$4.00,2011-03-21,167770,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4J8997 SEAL 02660/P88202/25 OLD CROW,FINNING INTERNATIONAL INC     ,$2.00,2011-03-21,167770,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"7J8782 PLUG,DRAW BAR 86711/P23702/29 EAGLE",FINNING INTERNATIONAL INC     ,$2.00,2011-03-21,167770,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SEAL,PACESETTER TRADING COMPANY    ,$35.00,2011-03-21,167772,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
GLOSS BLACK ENAMEL 6 SPRAY CANS/CASE,AJAX STEEL LIMITED            ,$100.00,2011-03-21,167773,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
ENGINE DEGREASER (12 PER CS),UAP INC                       ,$260.00,2011-03-21,167778,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BLOCKHEATER CORD,UAP INC                       ,$28.00,2011-03-21,167778,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BATTERY BLANKET, 72""",UAP INC                       ,$68.00,2011-03-21,167778,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SEALED BEAM, 12V PAR36 4.5""RD 35W",UAP INC                       ,$56.00,2011-03-21,167778,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BATTERY, GROUP 48",UAP INC                       ,$109.00,2011-03-21,167782,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
HOOD LATCH,INLAND KENWORTH               ,$86.00,2011-03-21,167788,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
37677 CLUTCH ASSY. 92117/P23164/1HD,INLAND KENWORTH               ,"$6,994.00",2011-03-21,167789,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"PFS-LNNC114P NUT NYLOK 1 1/4"" NC 74974/R53436/9",CDACKLANDSWH,$6.00,2011-03-21,167791,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MST704DPF HASP WELD-ON 88992/R11265/1HD,CDACKLANDSWH,$12.00,2011-03-21,167791,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
NCH02228B FILE 04205/99000/1T,CDACKLANDSWH,$12.00,2011-03-21,167791,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
RESURFACE FLYWHEEL AS PER INV. 900770 92117/P23164/1HD,PRECISION ENGINES LIMITED     ,$110.00,2011-03-21,167793,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
30562 BUSHING 92197-98/P23176/1HD,INLAND KENWORTH               ,$76.00,2011-03-22,167796,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
30D-08 NUT JAM 89276/R23167/1HD,INLAND KENWORTH               ,$16.00,2011-03-22,167796,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
74961 PIVOT BLOCK R.H DRAG LINK 89276/R23167/1HD,INLAND KENWORTH               ,$328.00,2011-03-22,167796,,24,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
12740842 HOUSING INNER 89279/R23167/1HD,INLAND KENWORTH               ,"$2,046.00",2011-03-22,167796,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
REPAIR FENDER SKIRT AS PER INV. 2225 01017/15281/058485/1HD,PAINT'EN PLACE INC            ,$420.00,2011-03-22,167799,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"20210123 NOZZLE,#5 02658/058578/82506/6 DAWSON",T & S TUBING AND SHAFTING INC ,$88.00,2011-03-22,167801,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"14010124 NOZZLE, #5 02658/058578/82506/6 DAWSON",T & S TUBING AND SHAFTING INC ,$207.00,2011-03-22,167801,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SHELVING UNIT AS PER INV. 00144932 01018/0219/1HD,AJAX STEEL LIMITED            ,"$1,265.00",2011-03-25,167803,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"B2566 SUCTION CUPS, WINDSHIELD 02650/1400/6 DAWSON",,$16.00,2011-03-23,167807,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"502128 CLOTH DISC 2"" 120 GRIT 03481/99000/1T",CDNIS,$100.00,2011-03-23,167809,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"93316255 TIVAR 1000 PLATE-NATURAL 91990/P25019/1HD .500 X 48"" X 96""",GE POLYMERSHAPES              ,$211.00,2011-03-23,167810,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BC3Z-15A416-A HARNESS/SWITCH 3176/PARKS/058497/1A,WHITEHORSE MOTORS LIMITED     ,$9.00,2011-03-24,167814,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"COLLAR, CULVERT, RD CSP ANNULAR 900MM 900MM X 25"" C/W HDWR",KILRICH INDUSTRIES LTD        ,$670.00,2011-03-24,167816,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CULVERT, 150MM X 6M X 1.6MM",KILRICH INDUSTRIES LTD        ,$610.00,2011-03-24,167816,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
X60794 DRUM BRAKE 92097/P17190/1HD,UAP INC                       ,$206.00,2011-03-24,167817,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FLOOR, UNDERLAY RUBY 7/16"" 3283/42125/058664/1A",CUBBON BUILDING CENTRE LTD O/A,$25.00,2011-03-31,167822,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AS1040 SLACK ADJUSTER REAR AUTO. 92097/P17190/1HD,INLAND KENWORTH               ,$318.00,2011-03-24,167824,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
3883042 SEAL 74970/P23168/9,INLAND KENWORTH               ,$38.00,2011-03-30,167829,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
28701 SWITCH (ITEM 14049) 94518/R23159/18,INLAND KENWORTH               ,$25.00,2011-03-30,167829,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
57407 COVER 94518/R23159/18,INLAND KENWORTH               ,$423.00,2011-03-30,167829,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
28721 SWITCH 94518/R23159/18,INLAND KENWORTH               ,$26.00,2011-03-30,167829,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
59810036 FREIGHT 82949/R25013/2,INLAND KENWORTH               ,$60.00,2011-03-30,167829,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
L128724 DUST SEAL 1811/R21330/6,INLAND KENWORTH               ,$126.00,2011-03-30,167829,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
232458 u joints 3382/R21321/9,INLAND KENWORTH               ,$364.00,2011-03-30,167829,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5229X8 FITTING 86031/99002/6 DAWSON,UAP INC                       ,$25.00,2011-03-28,167832,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5205X10 FITTING 86031/99002/6 DAWSON,UAP INC                       ,$20.00,2011-03-28,167832,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5305X6 FITTING 02636/99002/29 EAGLE,UAP INC                       ,$6.00,2011-03-28,167832,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
790001005 HUBODMETER 86226/R12507/16 STEWART,TOTALTRAC YUKON (2012) INC    ,$311.00,2011-03-28,167833,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
